MAINTENANCE_AGENCY_ID,VARIABLE_SET_ID,NAME,CODE,DESCRIPTION
ECB,3120023406042092780_REF,EBA_ATY(EBA_md69) - Reference,3120023406042092780_REF,EBA_ATY(EBA_md69) - Reference
ECB,17186128226079046680_REF,EBA_ATY(EBA_md216) - Reference,17186128226079046680_REF,EBA_ATY(EBA_md216) - Reference
ECB,4155188227603224196_REF,EBA_ATY(EBA_md685) - Reference,4155188227603224196_REF,EBA_ATY(EBA_md685) - Reference
ECB,4238432481266399990_REF,EBA_ATY(EBA_si169) - Reference,4238432481266399990_REF,EBA_ATY(EBA_si169) - Reference
ECB,16298269021191872769_REF,EBA_ATY(EBA_md252) - Reference,16298269021191872769_REF,EBA_ATY(EBA_md252) - Reference
ECB,10447639641125854752_REF,EBA_ATY(EBA_md13) - Reference,10447639641125854752_REF,EBA_ATY(EBA_md13) - Reference
ECB,1688043581793220531_REF,EBA_ATY(EBA_md60) - Reference,1688043581793220531_REF,EBA_ATY(EBA_md60) - Reference
ECB,15832968684166532116_REF,EBA_ATY(EBA_mi110) - Reference,15832968684166532116_REF,EBA_ATY(EBA_mi110) - Reference
ECB,15781102108515958179_REF,EBA_ATY(EBA_md197) - Reference,15781102108515958179_REF,EBA_ATY(EBA_md197) - Reference
ECB,15873869302575820389_REF,EBA_ATY(EBA_md104) - Reference,15873869302575820389_REF,EBA_ATY(EBA_md104) - Reference
ECB,14201322484001342695_REF,EBA_ATY(EBA_mi7) - Reference,14201322484001342695_REF,EBA_ATY(EBA_mi7) - Reference
ECB,16769790065540687312_REF,EBA_ATY(EBA_md114) - Reference,16769790065540687312_REF,EBA_ATY(EBA_md114) - Reference
ECB,5683672298719308419_REF,EBA_ATY(EBA_mi191) - Reference,5683672298719308419_REF,EBA_ATY(EBA_mi191) - Reference
ECB,17911574528201435670_REF,EBA_ATY(EBA_md515) - Reference,17911574528201435670_REF,EBA_ATY(EBA_md515) - Reference
ECB,13098072663541273355_REF,EBA_ATY(EBA_md199) - Reference,13098072663541273355_REF,EBA_ATY(EBA_md199) - Reference
ECB,14747351583251506353_REF,EBA_ATY(EBA_mi340) - Reference,14747351583251506353_REF,EBA_ATY(EBA_mi340) - Reference
ECB,3643522002986617066_REF,EBA_ATY(EBA_md14) - Reference,3643522002986617066_REF,EBA_ATY(EBA_md14) - Reference
ECB,14959619857164496646_REF,EBA_ATY(EBA_si476) - Reference,14959619857164496646_REF,EBA_ATY(EBA_si476) - Reference
ECB,14260327667032302333_REF,EBA_ATY(EBA_mi135) - Reference,14260327667032302333_REF,EBA_ATY(EBA_mi135) - Reference
ECB,11155752204717548458_REF,EBA_ATY(EBA_mi678) - Reference,11155752204717548458_REF,EBA_ATY(EBA_mi678) - Reference
ECB,15281074544004834307_REF,EBA_ATY(EBA_mi688) - Reference,15281074544004834307_REF,EBA_ATY(EBA_mi688) - Reference
ECB,10755392938081896465_REF,EBA_ATY(EBA_md12) - Reference,10755392938081896465_REF,EBA_ATY(EBA_md12) - Reference
ECB,9509836001316662777_REF,EBA_ATY(EBA_di113) - Reference,9509836001316662777_REF,EBA_ATY(EBA_di113) - Reference
ECB,1017416816873666741_REF,EBA_ATY(EBA_mi770) - Reference,1017416816873666741_REF,EBA_ATY(EBA_mi770) - Reference
ECB,6750364677940919480_REF,EBA_ATY(EBA_md200) - Reference,6750364677940919480_REF,EBA_ATY(EBA_md200) - Reference
ECB,2508521452773937215_REF,EBA_ATY(EBA_mi35) - Reference,2508521452773937215_REF,EBA_ATY(EBA_mi35) - Reference
ECB,16261088245049810175_REF,EBA_ATY(EBA_md686) - Reference,16261088245049810175_REF,EBA_ATY(EBA_md686) - Reference
ECB,17626844296030320267_REF,EBA_ATY(EBA_ri769) - Reference,17626844296030320267_REF,EBA_ATY(EBA_ri769) - Reference
ECB,725273257492148005_REF,EBA_ATY(EBA_mi172) - Reference,725273257492148005_REF,EBA_ATY(EBA_mi172) - Reference
ECB,6056665978884242883_REF,EBA_ATY(EBA_ei138) - Reference,6056665978884242883_REF,EBA_ATY(EBA_ei138) - Reference
ECB,16556802154542118490_REF,EBA_ATY(EBA_mi9) - Reference,16556802154542118490_REF,EBA_ATY(EBA_mi9) - Reference
ECB,13342484621215892839_REF,EBA_ATY(EBA_md201) - Reference,13342484621215892839_REF,EBA_ATY(EBA_md201) - Reference
ECB,8151035684663916366_REF,EBA_ATY(EBA_md105) - Reference,8151035684663916366_REF,EBA_ATY(EBA_md105) - Reference
ECB,988632928423637155_REF,EBA_ATY(EBA_ei365) - Reference,988632928423637155_REF,EBA_ATY(EBA_ei365) - Reference
ECB,5124173598708528704_REF,EBA_ATY(EBA_md514) - Reference,5124173598708528704_REF,EBA_ATY(EBA_md514) - Reference
ECB,15582466232844993095_REF,EBA_ATY(EBA_mi129) - Reference,15582466232844993095_REF,EBA_ATY(EBA_mi129) - Reference
ECB,8000921335479731010_REF,EBA_ATY(EBA_md516) - Reference,8000921335479731010_REF,EBA_ATY(EBA_md516) - Reference
ECB,6691857468719214238_REF,EBA_ATY(EBA_mi697) - Reference,6691857468719214238_REF,EBA_ATY(EBA_mi697) - Reference
ECB,4036245234541037893_REF,EBA_ATY(EBA_md511) - Reference,4036245234541037893_REF,EBA_ATY(EBA_md511) - Reference
ECB,2990176717101267012_REF,EBA_ATY(EBA_md512) - Reference,2990176717101267012_REF,EBA_ATY(EBA_md512) - Reference
ECB,11294697816498749024_REF,EBA_ATY(EBA_ei218) - Reference,11294697816498749024_REF,EBA_ATY(EBA_ei218) - Reference
ECB,16884332320913229156_REF,EBA_ATY(EBA_md73) - Reference,16884332320913229156_REF,EBA_ATY(EBA_md73) - Reference
ECB,3513660512628058048_REF,EBA_ATY(EBA_mi507) - Reference,3513660512628058048_REF,EBA_ATY(EBA_mi507) - Reference
ECB,9346864144406551648_REF,EBA_ATY(EBA_mi195) - Reference,9346864144406551648_REF,EBA_ATY(EBA_mi195) - Reference
ECB,14843193351371296448_REF,EBA_ATY(EBA_mi134) - Reference,14843193351371296448_REF,EBA_ATY(EBA_mi134) - Reference
ECB,15280305744003944858_REF,EBA_ATY(EBA_md149) - Reference,15280305744003944858_REF,EBA_ATY(EBA_md149) - Reference
ECB,10310548703140933600_REF,EBA_ATY(EBA_mi696) - Reference,10310548703140933600_REF,EBA_ATY(EBA_mi696) - Reference
ECB,4433237475396205970_REF,EBA_ATY(EBA_md683) - Reference,4433237475396205970_REF,EBA_ATY(EBA_md683) - Reference
ECB,11048243512134927963_REF,EBA_ATY(EBA_md70) - Reference,11048243512134927963_REF,EBA_ATY(EBA_md70) - Reference
ECB,10021977646305939201_REF,EBA_ATY(EBA_mi692) - Reference,10021977646305939201_REF,EBA_ATY(EBA_mi692) - Reference
ECB,3022830411552321978_REF,EBA_ATY(EBA_mi693) - Reference,3022830411552321978_REF,EBA_ATY(EBA_mi693) - Reference
ECB,14683086469168280223_REF,EBA_ATY(EBA_si477) - Reference,14683086469168280223_REF,EBA_ATY(EBA_si477) - Reference
ECB,2586680230449591099_REF,EBA_ATY(EBA_mi109) - Reference,2586680230449591099_REF,EBA_ATY(EBA_mi109) - Reference
ECB,1874545491917404562_REF,EBA_ATY(EBA_mi506) - Reference,1874545491917404562_REF,EBA_ATY(EBA_mi506) - Reference
ECB,4934147852933068593_REF,EBA_ATY(EBA_md140) - Reference,4934147852933068593_REF,EBA_ATY(EBA_md140) - Reference
ECB,3306936036550784077_REF,EBA_ATY(EBA_md108) - Reference,3306936036550784077_REF,EBA_ATY(EBA_md108) - Reference
ECB,8732297734646917219_REF,EBA_ATY(EBA_md59) - Reference,8732297734646917219_REF,EBA_ATY(EBA_md59) - Reference
ECB,1777643580690892578_REF,EBA_ATY(EBA_md254) - Reference,1777643580690892578_REF,EBA_ATY(EBA_md254) - Reference
ECB,14010685629810865207_REF,EBA_ATY(EBA_md203) - Reference,14010685629810865207_REF,EBA_ATY(EBA_md203) - Reference
ECB,3580546362157940484_REF,EBA_ATY(EBA_md675) - Reference,3580546362157940484_REF,EBA_ATY(EBA_md675) - Reference
ECB,14543394195450354929_REF,EBA_ATY(EBA_md510) - Reference,14543394195450354929_REF,EBA_ATY(EBA_md510) - Reference
ECB,7063043392329280990_REF,EBA_ATY(EBA_mi503) - Reference,7063043392329280990_REF,EBA_ATY(EBA_mi503) - Reference
